source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,mcwibs,Pradhan Mantri Matsya Sampada Yojana: Motor Cycle with Ice Box - Haryana,"The scheme aims to strengthen fish transportation infrastructure and ensure the freshness and quality of fish during transit. Under this scheme, financial assistance is provided to fishers for purchasing motorcycles equipped with ice boxes, ensuring efficient and hygienic fish transport.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Subsidy; Fishermen; Motorcycle; Fish; Ice Box; Fisheries,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Matsya%20Sampada%20Yojana%3A%20Motor%20Cycle%20with%20Ice%20Box%20-%20Haryana,,,,,,,,
india.gov.in,twibierfv,Pradhan Mantri Matsya Sampada Yojana: Three Wheeler with Ice Box Including E-rickshaws for Fish Vending - Haryana,"The scheme aims to promote hygienic and efficient fish transportation and retailing through mobile outlets. Under this scheme, financial assistance is provided to eligible beneficiaries for purchasing e-rickshaws equipped with ice boxes for selling fish directly.",,"Agriculture,Rural & Environment",,Subsidy; Fish; Fishries; Three Wheeler; Ice Box,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Matsya%20Sampada%20Yojana%3A%20Three%20Wheeler%20with%20Ice%20Box%20Including%20E-rickshaws%20for%20Fish%20Vending%20-%20Haryana,,,,,,,,
india.gov.in,so1ylm,Scheme for the Welfare of Schedule Caste Families in Fisheries Sector: Subsidy on 1st Year Lease Money,The objective of the scheme is to provide full-time employment to individuals from Scheduled Caste families in the fisheries sector and to uplift these families by promoting fish farming through financial assistance for leasing Panchayati ponds or watershed areas.,,"Agriculture,Rural & Environment",,Subsidy; Fish Farming; Schedule Caste; Lease Money; Pond,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20the%20Welfare%20of%20Schedule%20Caste%20Families%20in%20Fisheries%20Sector%3A%20Subsidy%20on%201st%20Year%20Lease%20Money,,,,,,,,
india.gov.in,so2yt5ylm,Scheme for the Welfare of Schedule Caste Families in Fisheries Sector: Subsidy on 2nd Year to 5th Year Lease Money,The objective of the scheme is to provide full-time employment to individuals from Scheduled Caste families in the fisheries sector and uplift their economic status by promoting fish farming through financial assistance for leasing Panchayati ponds or watershed areas.,,"Agriculture,Rural & Environment",,Subsidy; Fish Farming; Scheduled Caste; Fisheries; Lease; Fish,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20the%20Welfare%20of%20Schedule%20Caste%20Families%20in%20Fisheries%20Sector%3A%20Subsidy%20on%202nd%20Year%20to%205th%20Year%20Lease%20Money,,,,,,,,
india.gov.in,dfshsfdc,Dairy Farming Scheme (HSFDC),"Under this scheme, the Corporation provides loans/benefits to individuals from Below Poverty Line (BPL) families, whose annual family income does not exceed ₹1,80,000/-, in both rural and urban areas for self-employment income generating activities such as dairy farming.",,"Banking,Financial Services and Insurance; Business & Entrepreneurship",,Dairy Farming; HSFDC; Loan; Self-employment; Subsidy; BPL,https://www.india.gov.in/my-government/schemes/search?keyword=Dairy%20Farming%20Scheme%20%28HSFDC%29,,,,,,,,
india.gov.in,fabofpak,Financial Assistance to Boat owner / Fishermen Captured by Pakistan Marine Security Agency (PMSA),"The scheme aims to help the families of the fishermen affected due to captured by Pakistani Marine Security Agency. Under this scheme, daily assistance, repatriation allowances, and vessel reconstruction subsidies are provided.",,"Agriculture,Rural & Environment",,Financial Assistance; Fisherman; Boat Owner; PMSA; Subsidy; Fishing Vessels,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20to%20Boat%20owner%20/%20Fishermen%20Captured%20by%20Pakistan%20Marine%20Security%20Agency%20%28PMSA%29,,,,,,,,
india.gov.in,kvdgssy,Karma Veer Dadasaheb Gaikwad Sabalikaran & Swabhiman Yojana,"The main objective of this scheme is to improve the financial condition of the scheduled castes and Nav-Buddhists who are landless workers and are from ""Below Poverty Line"". Only citizens who are permanent residents of Maharashtra are eligible. This scheme is 100% funded by the State Govt.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance; Social welfare & Empowerment",,Loan; Subsidy; Below Poverty Line; Scheduled Caste; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Karma%20Veer%20Dadasaheb%20Gaikwad%20Sabalikaran%20%26%20Swabhiman%20Yojana,,,,,,,,
india.gov.in,nmoepmicio,National Mission on Edible Oil–Oil Palm: Maintenance and Input Cost for Intercropping in Oilpalm,"The scheme component ""Maintenance and Input Cost for Intercropping in Oilpalm"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm and reduce imports by providing financial assistance for maintenance and intercropping.",,"Agriculture,Rural & Environment",,Edible Oil; Oil Palm; Intercropping Assistance; Maintenance Support; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=National%20Mission%20on%20Edible%20Oil%E2%80%93Oil%20Palm%3A%20Maintenance%20and%20Input%20Cost%20for%20Intercropping%20in%20Oilpalm,,,,,,,,
india.gov.in,sfiocir,PMMSY: Installation of Cages in Reservoirs Scheme - Haryana,The scheme aims to promote cage fish farming. It provides grants per unit to the individuals and groups for sustainable aquaculture practices.,,"Agriculture,Rural & Environment",,Fish Farming; Fishermen; Subsidy; Scheduled Caste; Women; General Category,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Installation%20of%20Cages%20in%20Reservoirs%20Scheme%20-%20Haryana,,,,,,,,
india.gov.in,fgrmb-faascdmf,"""Financial Grant for Reactivation of Mechanised Boats"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","The scheme ""Financial Grant for Reactivation of Mechanised Boats"" is introduced by the Govt of Puducherry with the objective of increasing marine fish production by extending financial grants for the reactivation of wooden/steel mechanized boats.",,"Agriculture,Rural & Environment",,Boat; Grant; Financial Assistance; Fisheries; Fisherman,https://www.india.gov.in/my-government/schemes/search?keyword=%22Financial%20Grant%20for%20Reactivation%20of%20Mechanised%20Boats%22%20under%20%22Financial%20Assistance%20for%20Availing%20Subsidy%20Components%20for%20the%20Development%20of%20Marine%20Fisheries%22,,,,,,,,
india.gov.in,ebfuk,Establishment of Broiler Farms,"The scheme aims to promote commercial broiler rearing by providing financial assistance in the form of subsidies for poultry rearing and infrastructure development, thereby enhancing income generation and employment opportunities, especially for women and self-help groups (SHGs).",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Broiler Farms; Subsidy; Yard Construction; Broiler Birds; Self Help Group,https://www.india.gov.in/my-government/schemes/search?keyword=Establishment%20of%20Broiler%20Farms,,,,,,,,
india.gov.in,gpyuk,Gau Palan Yojana,"The scheme aims to promote cow rearing among eligible Scheduled Caste and Scheduled Tribe beneficiaries, enhancing their livelihood and income generation by providing financial support for cow rearing units.",,"Agriculture,Rural & Environment",,Cow; Cow Rearing; Scheduled Caste; Scheduled Tribes; Self-employment; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Gau%20Palan%20Yojana,,,,,,,,
india.gov.in,bpuk,Bakri Palan Yojana,"The scheme aims to promote goat rearing as a source of self-employment and livelihood generation for eligible beneficiaries, particularly from SECC categories, by providing financial support for rearing a goat unit.",,"Agriculture,Rural & Environment",,Goat Rearing; SECC; Self-Employment; Scheduled Caste; Scheduled Tribe; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Bakri%20Palan%20Yojana,,,,,,,,
india.gov.in,bpy,Bhed Palan Yojana,"The scheme aims to promote sheep rearing as a source of self-employment and livelihood generation for eligible beneficiaries, particularly from SECC categories, by providing financial support for rearing a sheep unit.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Sheep Rearing; Sheep; Scheduled Caste; Scheduled Tribe; Self-employment; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Bhed%20Palan%20Yojana,,,,,,,,
india.gov.in,ssbutsc,"Subsidy Scheme on Establishment of 25 R.I.R. Bird’s Unit, 100 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Caste People",The scheme aims to support Scheduled Caste individuals by providing financial assistance for poultry farming.,,"Agriculture,Rural & Environment",,Animal Husbandry; Broiler Birds Unit; Poultry Farming; Employment; Training,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20on%20Establishment%20of%2025%20R.I.R.%20Bird%E2%80%99s%20Unit%2C%20100%20Broiler%20Bird%E2%80%99s%20Unit%20and%20Stipend%20for%20Poultry%20Farming%20Training%20for%20Scheduled%20Caste%20People,,,,,,,,
india.gov.in,speoepsgug,"Scheme for Providing Employment Opportunities by Establishing Piggery, Sheep and Goat Units (General)","This scheme is a credit linked scheme with a primary objective of providing self-employment opportunities, the unemployed persons will be assisted by way of establishing Sheep or Goat Units (15 female+1 male) and Piggery Unit (10 female+1 male).",,"Agriculture,Rural & Environment",,Self-employment; Piggery Unit; Sheep Unit; Goat Unit; Animal Husbandry; Unemployed; Financial Assistance; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Providing%20Employment%20Opportunities%20by%20Establishing%20Piggery%2C%20Sheep%20and%20Goat%20Units%20%28General%29,,,,,,,,
india.gov.in,speoscelu,Scheme for Providing Employment Opportunities to Scheduled Castes by Establishing Livestock Units,"This is a credit-linked scheme with a primary objective of providing self-employment opportunities to Schedule castes, the unemployed persons will be assisted by way of establishing Dairy units, Piggery units, and Sheep/Goat units.",,"Agriculture,Rural & Environment",,Financial Assistance; Employment; Scheduled Caste; Livestock Unit; Subsidy; Self-employment; Unemployed; Milch Animals; Piggery Unit; Sheep Unit; Goat Unit,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20for%20Providing%20Employment%20Opportunities%20to%20Scheduled%20Castes%20by%20Establishing%20Livestock%20Units,,,,,,,,
india.gov.in,atcisg,Assistance to Co-operative Irrigation Societies M. N. R.-10 (General Area),"The scheme ""Assistance to Co-operative Irrigation Societies, M. N. R.-10 (General Area)"" aims to increase agricultural production by supporting irrigation cooperative societies through the provision of pumps and electric motors for efficient water distribution.",,"Agriculture,Rural & Environment",,Irrigation; Co-operative Irrigation Societies; Farm Productivity; Water Distribution,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Co-operative%20Irrigation%20Societies%20M.%20N.%20R.-10%20%28General%20Area%29,,,,,,,,
india.gov.in,aapd,Agricultural Activities for Persons with Disabilities,"This scheme provides loans up to ₹10,00,000/- to the persons with disabilities for agricultural production, irrigation, horticulture, sericulture, the purchase of agricultural machinery and equipment for agricultural services, and the marketing of agricultural products etc.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Agricultural Activities; PwD; Loan; Disabled Person,https://www.india.gov.in/my-government/schemes/search?keyword=Agricultural%20Activities%20for%20Persons%20with%20Disabilities,,,,,,,,
